1403637137.088319063 0.00309 -0.04282 0.42937 0.81111 0.02002 0.58395 -0.02629
1403637137.188318968 0.00208 -0.04238 0.48617 0.79843 0.01347 0.60081 -0.03693
1403637137.288319111 0.00393 -0.04425 0.50265 0.79145 0.01557 0.60966 -0.04104
1403637137.488318920 0.01259 -0.04565 0.41952 0.79135 0.02270 0.60953 -0.04163
1403637137.588319063 0.01627 -0.04454 0.33765 0.80299 0.03059 0.59419 -0.03485
1403637137.688318968 0.01702 -0.04346 0.24815 0.81952 0.03297 0.57148 -0.02664
1403637137.788319111 0.05045 -0.04420 0.16439 0.84031 0.05605 0.53432 -0.07244
1403637137.888319016 0.00992 -0.04370 0.10941 0.84267 0.03716 0.53556 -0.04132
1403637137.988318920 0.00425 -0.04411 0.08510 0.85173 0.04150 0.52073 -0.04099
1403637138.088319063 0.00324 -0.04657 0.10750 0.85777 0.04209 0.51044 -0.04357
1403637138.188318968 0.00653 -0.05068 0.17575 0.85232 0.04800 0.51888 -0.04480
1403637138.288319111 0.01084 -0.05652 0.27050 0.83700 0.05396 0.54359 -0.03203
1403637138.388319016 0.01244 -0.05745 0.36601 0.81668 0.04820 0.57441 -0.02766
1403637138.488318920 0.01109 -0.05720 0.44256 0.79868 0.04053 0.59998 -0.02212
1403637138.588319063 0.00982 -0.05771 0.48336 0.78793 0.03507 0.61440 -0.02127
1403637138.788319111 0.01701 -0.05834 0.43722 0.78913 0.03168 0.61270 -0.02931
1403637138.888319016 0.02695 -0.05874 0.36487 0.79867 0.02984 0.60033 -0.02904
1403637138.988318920 0.03364 -0.05762 0.27710 0.80725 0.03173 0.58821 -0.03679
1403637139.088319063 0.04006 -0.05279 0.19175 0.81339 0.03312 0.57834 -0.05311
1403637139.188318968 0.04176 -0.04728 0.12026 0.81788 0.03503 0.57082 -0.06338
1403637139.288319111 0.04375 -0.04197 0.06933 0.81990 0.03949 0.56714 -0.06753
1403637139.388319016 0.04845 -0.03836 0.04207 0.82038 0.04554 0.56599 -0.06748
1403637139.488318920 0.05138 -0.03681 0.02954 0.81833 0.05322 0.56770 -0.07223
1403637139.588319063 0.05385 -0.03466 0.02206 0.81457 0.05550 0.57240 -0.07592
1403637139.688318968 0.05563 -0.03308 0.01533 0.81087 0.05885 0.57735 -0.07540
1403637139.888319016 0.05654 -0.03573 0.00470 0.80352 0.05702 0.58752 -0.07695
1403637139.988318920 0.05512 -0.03839 0.00286 0.79875 0.04910 0.59470 -0.07700
1403637140.088319063 0.05209 -0.04112 0.00296 0.79300 0.04161 0.60311 -0.07537
1403637140.188318968 0.04903 -0.04319 0.00397 0.78767 0.03666 0.61067 -0.07286
1403637149.588319063 0.04643 -0.04657 0.00227 0.79439 0.03697 0.60160 -0.07513
1403637149.688318968 0.04590 -0.04692 0.00194 0.79846 0.04797 0.59500 -0.07832
1403637149.888319016 0.04538 -0.05221 0.00167 0.80933 0.05461 0.57899 -0.08231
1403637149.988318920 0.04612 -0.06098 0.00411 0.82046 0.06031 0.56366 -0.07411
1403637150.088319063 0.04847 -0.07435 0.01408 0.83046 0.06739 0.54977 -0.05951
1403637150.188318968 0.05748 -0.08973 0.03200 0.83413 0.06995 0.54493 -0.04877
1403637150.288319111 0.07440 -0.10408 0.05646 0.83155 0.06784 0.54955 -0.04370
1403637150.388319016 0.09792 -0.11639 0.08479 0.82469 0.06298 0.56035 -0.04388
1403637150.488318920 0.12522 -0.12800 0.11309 0.81868 0.05836 0.56966 -0.04293
1403637150.588319063 0.15428 -0.13942 0.13959 0.81654 0.05453 0.57327 -0.04068
1403637150.688318968 0.18435 -0.15066 0.16451 0.81558 0.05176 0.57503 -0.03870
1403637150.788319111 0.21467 -0.16136 0.18742 0.81528 0.05062 0.57572 -0.03604
1403637150.888319016 0.24649 -0.17148 0.20958 0.81207 0.05004 0.58044 -0.03363
1403637150.988318920 0.27791 -0.18068 0.22998 0.80744 0.04965 0.58692 -0.03312
1403637151.088319063 0.31008 -0.19106 0.24409 0.80318 0.05046 0.59266 -0.03345
1403637151.188318968 0.33986 -0.19851 0.25705 0.79984 0.05199 0.59699 -0.03402
1403637151.388319016 0.38186 -0.21105 0.29470 0.80891 0.04858 0.58413 -0.04581
1403637151.688318968 0.43250 -0.23712 0.38493 0.81213 0.05425 0.57914 -0.04583
1403637151.988318920 0.49076 -0.27239 0.43305 0.81270 0.05831 0.57810 -0.04392
1403637152.388319016 0.57194 -0.31847 0.49883 0.81597 0.05421 0.57368 -0.04622
1403637152.788319111 0.66856 -0.37454 0.49398 0.81307 0.05120 0.57812 -0.04559
1403637152.988318920 0.71903 -0.40745 0.50907 0.80893 0.05098 0.58401 -0.04433
1403637153.288319111 0.78086 -0.46747 0.54004 0.81108 0.05271 0.58142 -0.03648
1403637153.588319063 0.84899 -0.52382 0.55430 0.81521 0.05339 0.57586 -0.03109
1403637153.788319111 0.89395 -0.54868 0.59676 0.81254 0.05340 0.57963 -0.03089
1403637154.188318968 0.98668 -0.59525 0.61641 0.81784 0.04349 0.57217 -0.04332
1403637154.288319111 1.01248 -0.60832 0.60462 0.82295 0.03445 0.56448 -0.05418
1403637154.488318920 1.06993 -0.64668 0.57192 0.81822 0.03773 0.57176 -0.04671
1403637154.588319063 1.11165 -0.66891 0.56662 0.81571 0.04143 0.57569 -0.03855
1403637154.688318968 1.14397 -0.69618 0.54496 0.81861 0.04621 0.57186 -0.02682
1403637154.788319111 1.18073 -0.72221 0.53168 0.82288 0.04357 0.56631 -0.01631
1403637154.888319016 1.22025 -0.74694 0.52300 0.82602 0.03331 0.56257 -0.01006
1403637154.988318920 1.26301 -0.77114 0.51980 0.82791 0.02332 0.56035 -0.00534
1403637155.088319063 1.31048 -0.79404 0.52504 0.82632 0.01147 0.56308 0.00076
1403637155.188318968 1.36245 -0.81443 0.53875 0.82087 -0.00195 0.57108 0.00613
1403637155.288319111 1.41583 -0.83204 0.55754 0.81664 -0.00874 0.57699 0.01045
1403637155.388319016 1.47016 -0.84966 0.57870 0.81214 -0.01656 0.58305 0.01429
1403637155.488318920 1.52265 -0.86862 0.59320 0.80861 -0.02977 0.58721 0.02125
1403637155.588319063 1.57305 -0.88731 0.59872 0.80703 -0.04457 0.58828 0.02539
1403637155.688318968 1.62260 -0.90601 0.59718 0.80681 -0.05855 0.58737 0.02519
1403637155.788319111 1.66919 -0.92623 0.58880 0.80601 -0.07334 0.58671 0.02727
1403637155.888319016 1.71386 -0.95030 0.57494 0.80613 -0.09080 0.58372 0.03424
1403637155.988318920 1.75744 -0.97843 0.55717 0.80671 -0.10848 0.57910 0.04572
1403637156.088319063 1.79933 -1.00977 0.53966 0.80260 -0.12914 0.57980 0.05463
1403637156.188318968 1.83740 -1.04530 0.52286 0.79770 -0.15100 0.58026 0.06452
1403637156.288319111 1.87296 -1.08556 0.50789 0.79301 -0.17347 0.57904 0.07583
1403637156.388319016 1.90401 -1.13044 0.49364 0.78878 -0.19596 0.57598 0.08758
1403637156.488318920 1.93065 -1.18113 0.47876 0.78403 -0.21761 0.57253 0.10075
1403637156.588319063 1.95334 -1.23672 0.46187 0.77823 -0.23733 0.56987 0.11529
1403637156.688318968 1.97242 -1.29746 0.43986 0.77250 -0.25562 0.56634 0.13098
1403637156.788319111 1.98769 -1.36160 0.41145 0.76916 -0.26998 0.56040 0.14649
1403637156.888319016 2.00159 -1.42726 0.37788 0.77099 -0.27829 0.55033 0.15893
1403637156.988318920 2.01408 -1.49329 0.33934 0.77391 -0.28231 0.54144 0.16793
1403637157.088319063 2.02597 -1.55859 0.29709 0.77583 -0.28638 0.53607 0.16943
1403637157.388319016 2.06839 -1.77096 0.20564 0.77336 -0.29438 0.53902 0.15716
1403637157.688318968 2.09674 -2.02491 0.18974 0.77223 -0.29633 0.54393 0.14143
1403637157.888319016 2.10046 -2.22630 0.20737 0.76832 -0.28903 0.55150 0.14833
1403637157.988318920 2.09243 -2.32794 0.21029 0.76671 -0.28398 0.55419 0.15616
1403637158.088319063 2.08614 -2.43739 0.21020 0.76680 -0.27810 0.55437 0.16537
1403637158.288319111 2.06793 -2.66482 0.22768 0.76562 -0.27742 0.55470 0.17079
1403637158.388319016 2.04799 -2.76691 0.24072 0.76234 -0.28580 0.55366 0.17499
1403637158.488318920 2.02683 -2.87317 0.25041 0.75626 -0.29951 0.55270 0.18134
1403637158.588319063 2.00366 -2.97872 0.25322 0.74775 -0.31949 0.55159 0.18587
1403637158.688318968 1.97583 -3.08479 0.24831 0.73841 -0.34072 0.54882 0.19356
1403637158.788319111 1.94230 -3.18993 0.23785 0.73131 -0.35885 0.54263 0.20488
1403637158.888319016 1.90558 -3.29674 0.22425 0.72914 -0.37121 0.53379 0.21359
1403637158.988318920 1.86547 -3.40356 0.21460 0.73040 -0.37522 0.52457 0.22484
1403637159.088319063 1.82401 -3.51063 0.21232 0.73098 -0.37792 0.51895 0.23140
1403637159.188318968 1.78144 -3.61865 0.21150 0.72806 -0.38259 0.52073 0.22889
1403637159.388319016 1.69348 -3.83810 0.19413 0.72560 -0.38713 0.52497 0.21919
1403637159.588319063 1.59238 -4.06313 0.15981 0.73123 -0.37872 0.52166 0.22302
1403637159.688318968 1.53949 -4.18106 0.14172 0.73528 -0.37308 0.51814 0.22738
1403637159.788319111 1.48641 -4.30260 0.12895 0.73704 -0.36892 0.51712 0.23078
1403637159.888319016 1.43424 -4.42366 0.12273 0.73617 -0.36922 0.51559 0.23643
1403637159.988318920 1.38066 -4.54473 0.11639 0.73183 -0.38041 0.51075 0.24257
1403637160.088319063 1.32774 -4.66591 0.10749 0.71992 -0.39575 0.51130 0.25230
1403637160.188318968 1.27445 -4.78519 0.09639 0.70548 -0.41383 0.51106 0.26432
1403637160.288319111 1.21949 -4.90396 0.08179 0.69237 -0.43330 0.50479 0.27942
1403637160.388319016 1.16351 -5.02137 0.06250 0.67853 -0.45487 0.49544 0.29534
1403637160.488318920 1.10560 -5.13595 0.03996 0.66537 -0.47645 0.48120 0.31421
1403637160.588319063 1.04829 -5.24906 0.01474 0.65230 -0.49801 0.46457 0.33267
1403637160.688318968 0.99172 -5.35950 -0.01180 0.64066 -0.51729 0.44849 0.34759
1403637160.788319111 0.93920 -5.46973 -0.03609 0.63389 -0.53145 0.43479 0.35596
1403637160.888319016 0.89215 -5.58067 -0.05226 0.62814 -0.54089 0.42776 0.36041
1403637160.988318920 0.84927 -5.69424 -0.05860 0.62468 -0.54907 0.42343 0.35917
1403637161.188318968 0.77026 -5.92772 -0.03688 0.61082 -0.56346 0.43526 0.34636
1403637161.288319111 0.72773 -6.04859 -0.01269 0.59951 -0.56883 0.44978 0.33870
